STATIONS_ID;MESS_DATUM;  QN;RWS_DAU_10;RWS_10;RWS_IND_10;eor
       5992;202307301740;    3;-999;   0.00;-999;eor
       5992;202307301750;    3;-999;   0.00;-999;eor
       5992;202307301800;    3;-999;   0.00;-999;eor
       5992;202307301810;    3;-999;   0.00;-999;eor
       5992;202307301820;    3;-999;   0.00;-999;eor
       5992;202307301830;    3;-999;   0.00;-999;eor
       5992;202307301840;    3;-999;   0.00;-999;eor
       5992;202307301850;    3;-999;   0.00;-999;eor
       5992;202307301900;    3;-999;   0.00;-999;eor
       5992;202307301910;    3;-999;   0.00;-999;eor
       5992;202307301920;    3;-999;   0.00;-999;eor
       5992;202307301930;    3;-999;   0.00;-999;eor
       5992;202307301940;    3;-999;   0.00;-999;eor
       5992;202307301950;    3;-999;   0.00;-999;eor
       5992;202307302000;    3;-999;   0.00;-999;eor
       5992;202307302010;    3;-999;   0.00;-999;eor
       5992;202307302020;    3;-999;   0.00;-999;eor
       5992;202307302030;    3;-999;   0.00;-999;eor
       5992;202307302040;    3;-999;   0.00;-999;eor
       5992;202307302050;    3;-999;   0.00;-999;eor
       5992;202307302100;    3;-999;   0.00;-999;eor
       5992;202307302110;    3;-999;   0.00;-999;eor
       5992;202307302120;    3;-999;   0.00;-999;eor
       5992;202307302130;    3;-999;   0.00;-999;eor
       5992;202307302140;    3;-999;   0.00;-999;eor
       5992;202307302150;    3;-999;   0.00;-999;eor
       5992;202307302200;    3;-999;   0.00;-999;eor
       5992;202307302210;    3;-999;   0.00;-999;eor
       5992;202307302220;    3;-999;   0.00;-999;eor
       5992;202307302230;    3;-999;   0.00;-999;eor
       5992;202307302240;    3;-999;   0.00;-999;eor
       5992;202307302250;    3;-999;   0.00;-999;eor
       5992;202307302300;    3;-999;   0.00;-999;eor
       5992;202307302310;    3;-999;   0.00;-999;eor
       5992;202307302320;    3;-999;   0.00;-999;eor
       5992;202307302330;    3;-999;   0.00;-999;eor
       5992;202307302340;    3;-999;   0.00;-999;eor
       5992;202307302350;    3;-999;   0.00;-999;eor
       5992;202307310000;    3;-999;   0.00;-999;eor
       5992;202307310010;    3;-999;   0.00;-999;eor
       5992;202307310020;    3;-999;   0.00;-999;eor
       5992;202307310030;    3;-999;   0.00;-999;eor
       5992;202307310040;    3;-999;   0.00;-999;eor
       5992;202307310050;    3;-999;   0.00;-999;eor
       5992;202307310100;    3;-999;   0.00;-999;eor
       5992;202307310110;    3;-999;   0.00;-999;eor
       5992;202307310120;    3;-999;   0.00;-999;eor
       5992;202307310130;    3;-999;   0.00;-999;eor
       5992;202307310140;    3;-999;   0.00;-999;eor
       5992;202307310150;    3;-999;   0.00;-999;eor
       5992;202307310200;    3;-999;   0.00;-999;eor
       5992;202307310210;    3;-999;   0.00;-999;eor
       5992;202307310220;    3;-999;   0.00;-999;eor
       5992;202307310230;    3;-999;   0.00;-999;eor
       5992;202307310240;    3;-999;   0.00;-999;eor
       5992;202307310250;    3;-999;   0.00;-999;eor
       5992;202307310300;    3;-999;   0.00;-999;eor
       5992;202307310310;    3;-999;   0.00;-999;eor
       5992;202307310320;    3;-999;   0.00;-999;eor
       5992;202307310330;    3;-999;   0.00;-999;eor
       5992;202307310340;    3;-999;   0.00;-999;eor
       5992;202307310350;    3;-999;   0.00;-999;eor
       5992;202307310400;    3;-999;   0.00;-999;eor
       5992;202307310410;    3;-999;   0.00;-999;eor
       5992;202307310420;    3;-999;   0.00;-999;eor
       5992;202307310430;    3;-999;   0.00;-999;eor
       5992;202307310440;    3;-999;   0.00;-999;eor
       5992;202307310450;    3;-999;   0.00;-999;eor
       5992;202307310500;    3;-999;   0.00;-999;eor
       5992;202307310510;    3;-999;   0.00;-999;eor
       5992;202307310520;    3;-999;   0.00;-999;eor
       5992;202307310530;    3;-999;   0.00;-999;eor
       5992;202307310540;    3;-999;   0.00;-999;eor
       5992;202307310550;    3;-999;   0.00;-999;eor
       5992;202307310600;    3;-999;   0.00;-999;eor
       5992;202307310610;    3;-999;   0.00;-999;eor
       5992;202307310620;    3;-999;   0.00;-999;eor
       5992;202307310630;    3;-999;   0.00;-999;eor
       5992;202307310640;    3;-999;   0.00;-999;eor
       5992;202307310650;    3;-999;   0.00;-999;eor
       5992;202307310700;    3;-999;   0.00;-999;eor
       5992;202307310710;    3;-999;   0.00;-999;eor
       5992;202307310720;    3;-999;   0.00;-999;eor
       5992;202307310730;    3;-999;   0.00;-999;eor
       5992;202307310740;    3;-999;   0.00;-999;eor
       5992;202307310750;    3;-999;   0.00;-999;eor
       5992;202307310800;    3;-999;   0.00;-999;eor
       5992;202307310810;    3;-999;   0.00;-999;eor
       5992;202307310820;    3;-999;   0.00;-999;eor
       5992;202307310830;    3;-999;   0.00;-999;eor
       5992;202307310840;    3;-999;   0.00;-999;eor
       5992;202307310850;    3;-999;   0.00;-999;eor
       5992;202307310900;    3;-999;   0.00;-999;eor
       5992;202307310910;    3;-999;   0.00;-999;eor
       5992;202307310920;    3;-999;   0.00;-999;eor
       5992;202307310930;    3;-999;   0.00;-999;eor
       5992;202307310940;    3;-999;   0.00;-999;eor
       5992;202307310950;    3;-999;   0.00;-999;eor
       5992;202307311000;    3;-999;   0.00;-999;eor
       5992;202307311010;    3;-999;   0.00;-999;eor
       5992;202307311020;    3;-999;   0.00;-999;eor
       5992;202307311030;    3;-999;   0.00;-999;eor
       5992;202307311040;    3;-999;   0.00;-999;eor
       5992;202307311050;    3;-999;   0.00;-999;eor
       5992;202307311100;    3;-999;   0.00;-999;eor
       5992;202307311110;    3;-999;   0.00;-999;eor
       5992;202307311120;    3;-999;   0.00;-999;eor
       5992;202307311130;    3;-999;   0.00;-999;eor
       5992;202307311140;    3;-999;   0.00;-999;eor
       5992;202307311150;    3;-999;   0.00;-999;eor
       5992;202307311200;    3;-999;   0.00;-999;eor
       5992;202307311210;    3;-999;   0.00;-999;eor
       5992;202307311220;    3;-999;   0.00;-999;eor
       5992;202307311230;    3;-999;   0.00;-999;eor
       5992;202307311240;    3;-999;   0.00;-999;eor
       5992;202307311250;    3;-999;   0.00;-999;eor
       5992;202307311300;    3;-999;   0.00;-999;eor
       5992;202307311310;    3;-999;   0.00;-999;eor
       5992;202307311320;    3;-999;   0.00;-999;eor
       5992;202307311330;    3;-999;   0.00;-999;eor
       5992;202307311340;    3;-999;   0.00;-999;eor
       5992;202307311350;    3;-999;   0.00;-999;eor
       5992;202307311400;    3;-999;   0.00;-999;eor
       5992;202307311410;    3;-999;   0.00;-999;eor
       5992;202307311420;    3;-999;   0.00;-999;eor
       5992;202307311430;    3;-999;   0.00;-999;eor
       5992;202307311440;    3;-999;   0.00;-999;eor
       5992;202307311450;    3;-999;   0.00;-999;eor
       5992;202307311500;    3;-999;   0.00;-999;eor
       5992;202307311510;    3;-999;   0.00;-999;eor
       5992;202307311520;    3;-999;   0.00;-999;eor
       5992;202307311530;    3;-999;   0.00;-999;eor
       5992;202307311540;    3;-999;   0.00;-999;eor
       5992;202307311550;    3;-999;   0.00;-999;eor
       5992;202307311600;    3;-999;   0.00;-999;eor
       5992;202307311610;    3;-999;   0.00;-999;eor
       5992;202307311620;    3;-999;   0.00;-999;eor
       5992;202307311630;    3;-999;   0.00;-999;eor
       5992;202307311640;    3;-999;   0.00;-999;eor
       5992;202307311650;    3;-999;   0.00;-999;eor
       5992;202307311700;    3;-999;   0.00;-999;eor
       5992;202307311710;    3;-999;   0.00;-999;eor
       5992;202307311720;    3;-999;   0.00;-999;eor
       5992;202307311730;    3;-999;   0.00;-999;eor
       5992;202307311740;    3;-999;   0.00;-999;eor
       5992;202307311750;    3;-999;   0.00;-999;eor
       5992;202307311800;    3;-999;   0.00;-999;eor
       5992;202307311810;    3;-999;   0.00;-999;eor
       5992;202307311820;    3;-999;   0.00;-999;eor
       5992;202307311830;    3;-999;   0.00;-999;eor
       5992;202307311840;    3;-999;   0.00;-999;eor
       5992;202307311850;    3;-999;   0.00;-999;eor
       5992;202307311900;    3;-999;   0.00;-999;eor
       5992;202307311910;    3;-999;   0.00;-999;eor
       5992;202307311920;    3;-999;   0.00;-999;eor
       5992;202307311930;    3;-999;   0.15;-999;eor
       5992;202307311940;    3;-999;   0.15;-999;eor
       5992;202307311950;    3;-999;   0.31;-999;eor
       5992;202307312000;    3;-999;   0.16;-999;eor
       5992;202307312010;    3;-999;   0.15;-999;eor
       5992;202307312020;    3;-999;   0.16;-999;eor
       5992;202307312030;    3;-999;   0.16;-999;eor
       5992;202307312040;    3;-999;   0.32;-999;eor
       5992;202307312050;    3;-999;   0.00;-999;eor
       5992;202307312100;    3;-999;   0.00;-999;eor
       5992;202307312110;    3;-999;   0.00;-999;eor
       5992;202307312120;    3;-999;   0.00;-999;eor
       5992;202307312130;    3;-999;   0.00;-999;eor
       5992;202307312140;    3;-999;   0.00;-999;eor
       5992;202307312150;    3;-999;   0.00;-999;eor
       5992;202307312200;    3;-999;   0.00;-999;eor
       5992;202307312210;    3;-999;   0.00;-999;eor
       5992;202307312220;    3;-999;   0.00;-999;eor
       5992;202307312230;    3;-999;   0.00;-999;eor
       5992;202307312240;    3;-999;   0.00;-999;eor
       5992;202307312250;    3;-999;   0.00;-999;eor
       5992;202307312300;    3;-999;   0.00;-999;eor
       5992;202307312310;    3;-999;   0.00;-999;eor
       5992;202307312320;    3;-999;   0.16;-999;eor
       5992;202307312330;    3;-999;   0.00;-999;eor
       5992;202307312340;    3;-999;   0.00;-999;eor
       5992;202307312350;    3;-999;   0.00;-999;eor
       5992;202308010000;    3;-999;   0.17;-999;eor
       5992;202308010010;    3;-999;   0.00;-999;eor
       5992;202308010020;    3;-999;   0.00;-999;eor
       5992;202308010030;    3;-999;   0.16;-999;eor
       5992;202308010040;    3;-999;   0.17;-999;eor
       5992;202308010050;    3;-999;   0.51;-999;eor
       5992;202308010100;    3;-999;   0.16;-999;eor
       5992;202308010110;    3;-999;   0.74;-999;eor
       5992;202308010120;    3;-999;   0.70;-999;eor
       5992;202308010130;    3;-999;   0.17;-999;eor
       5992;202308010140;    3;-999;   0.00;-999;eor
       5992;202308010150;    3;-999;   0.00;-999;eor
       5992;202308010200;    3;-999;   0.17;-999;eor
       5992;202308010210;    3;-999;   0.35;-999;eor
       5992;202308010220;    3;-999;   0.00;-999;eor
       5992;202308010230;    3;-999;   0.00;-999;eor
       5992;202308010240;    3;-999;   0.00;-999;eor
       5992;202308010250;    3;-999;   0.18;-999;eor
       5992;202308010300;    3;-999;   0.17;-999;eor
       5992;202308010310;    3;-999;   0.00;-999;eor
       5992;202308010320;    3;-999;   0.00;-999;eor
       5992;202308010330;    3;-999;   0.00;-999;eor
       5992;202308010340;    3;-999;   0.00;-999;eor
       5992;202308010350;    3;-999;   0.17;-999;eor
       5992;202308010400;    3;-999;   0.00;-999;eor
       5992;202308010410;    3;-999;   0.00;-999;eor
       5992;202308010420;    3;-999;   0.00;-999;eor
       5992;202308010430;    3;-999;   0.00;-999;eor
       5992;202308010440;    3;-999;   0.00;-999;eor
       5992;202308010450;    3;-999;   0.00;-999;eor
       5992;202308010500;    3;-999;   0.00;-999;eor
       5992;202308010510;    3;-999;   0.00;-999;eor
       5992;202308010520;    3;-999;   0.00;-999;eor
       5992;202308010530;    3;-999;   0.00;-999;eor
       5992;202308010540;    3;-999;   0.00;-999;eor
       5992;202308010550;    3;-999;   0.00;-999;eor
       5992;202308010600;    3;-999;   0.00;-999;eor
       5992;202308010610;    3;-999;   0.00;-999;eor
       5992;202308010620;    3;-999;   0.00;-999;eor
       5992;202308010630;    3;-999;   0.00;-999;eor
       5992;202308010640;    3;-999;   0.00;-999;eor
       5992;202308010650;    3;-999;   0.00;-999;eor
       5992;202308010700;    3;-999;   1.61;-999;eor
       5992;202308010710;    3;-999;   0.69;-999;eor
       5992;202308010720;    3;-999;   0.69;-999;eor
       5992;202308010730;    3;-999;   0.16;-999;eor
       5992;202308010740;    3;-999;   0.00;-999;eor
       5992;202308010750;    3;-999;   0.34;-999;eor
       5992;202308010800;    3;-999;   2.37;-999;eor
       5992;202308010810;    3;-999;   0.68;-999;eor
       5992;202308010820;    3;-999;   0.51;-999;eor
       5992;202308010830;    3;-999;   0.69;-999;eor
       5992;202308010840;    3;-999;   0.00;-999;eor
       5992;202308010850;    3;-999;   1.05;-999;eor
       5992;202308010900;    3;-999;   0.00;-999;eor
       5992;202308010910;    3;-999;   0.17;-999;eor
       5992;202308010920;    3;-999;   0.00;-999;eor
       5992;202308010930;    3;-999;   0.00;-999;eor
       5992;202308010940;    3;-999;   0.00;-999;eor
       5992;202308010950;    3;-999;   0.73;-999;eor
       5992;202308011000;    3;-999;   0.00;-999;eor
       5992;202308011010;    3;-999;   0.34;-999;eor
       5992;202308011020;    3;-999;   0.16;-999;eor
       5992;202308011030;    3;-999;   0.00;-999;eor
       5992;202308011040;    3;-999;   0.00;-999;eor
       5992;202308011050;    3;-999;   0.00;-999;eor
       5992;202308011100;    3;-999;   0.69;-999;eor
       5992;202308011110;    3;-999;   0.17;-999;eor
       5992;202308011120;    3;-999;   0.00;-999;eor
       5992;202308011130;    3;-999;   0.00;-999;eor
       5992;202308011140;    3;-999;   0.00;-999;eor
       5992;202308011150;    3;-999;   0.00;-999;eor
       5992;202308011200;    3;-999;   0.00;-999;eor
       5992;202308011210;    3;-999;   0.00;-999;eor
       5992;202308011220;    3;-999;   0.00;-999;eor
       5992;202308011230;    3;-999;   0.00;-999;eor
       5992;202308011240;    3;-999;   0.00;-999;eor
       5992;202308011250;    3;-999;   0.00;-999;eor
       5992;202308011300;    3;-999;   0.00;-999;eor
       5992;202308011310;    3;-999;   0.00;-999;eor
       5992;202308011320;    3;-999;   0.00;-999;eor
       5992;202308011330;    3;-999;   0.00;-999;eor
       5992;202308011340;    3;-999;   0.00;-999;eor
       5992;202308011350;    3;-999;   0.00;-999;eor
       5992;202308011400;    3;-999;   0.00;-999;eor
       5992;202308011410;    3;-999;   0.00;-999;eor
       5992;202308011420;    3;-999;   0.00;-999;eor
       5992;202308011430;    3;-999;   0.00;-999;eor
       5992;202308011440;    3;-999;   0.00;-999;eor
       5992;202308011450;    3;-999;   0.00;-999;eor
       5992;202308011500;    3;-999;   0.00;-999;eor
       5992;202308011510;    3;-999;   0.00;-999;eor
       5992;202308011520;    3;-999;   0.00;-999;eor
       5992;202308011530;    3;-999;   0.00;-999;eor
       5992;202308011540;    3;-999;   0.00;-999;eor
       5992;202308011550;    3;-999;   0.00;-999;eor
       5992;202308011600;    3;-999;   0.00;-999;eor
       5992;202308011610;    3;-999;   0.00;-999;eor
       5992;202308011620;    3;-999;   0.00;-999;eor
       5992;202308011630;    3;-999;   0.00;-999;eor
       5992;202308011640;    3;-999;   0.00;-999;eor
       5992;202308011650;    3;-999;   0.00;-999;eor
       5992;202308011700;    3;-999;   0.00;-999;eor
       5992;202308011710;    3;-999;   0.00;-999;eor
       5992;202308011720;    3;-999;   0.00;-999;eor
       5992;202308011730;    3;-999;   0.00;-999;eor
       5992;202308011740;    3;-999;   0.00;-999;eor
       5992;202308011750;    3;-999;   0.00;-999;eor
       5992;202308011800;    3;-999;   0.00;-999;eor
       5992;202308011810;    3;-999;   0.00;-999;eor
       5992;202308011820;    3;-999;   0.00;-999;eor
       5992;202308011830;    3;-999;   0.00;-999;eor
       5992;202308011840;    3;-999;   0.00;-999;eor
       5992;202308011850;    3;-999;   0.00;-999;eor
       5992;202308011900;    3;-999;   0.00;-999;eor
       5992;202308011910;    3;-999;   0.00;-999;eor
       5992;202308011920;    3;-999;   0.00;-999;eor
       5992;202308011930;    3;-999;   0.00;-999;eor
       5992;202308011940;    3;-999;   0.00;-999;eor
       5992;202308011950;    3;-999;   0.00;-999;eor
       5992;202308012000;    3;-999;   0.00;-999;eor
       5992;202308012010;    3;-999;   0.00;-999;eor
       5992;202308012020;    3;-999;   0.00;-999;eor
       5992;202308012030;    3;-999;   0.00;-999;eor
       5992;202308012040;    3;-999;   0.00;-999;eor
       5992;202308012050;    3;-999;   0.00;-999;eor
       5992;202308012100;    3;-999;   0.00;-999;eor
       5992;202308012110;    3;-999;   0.00;-999;eor
       5992;202308012120;    3;-999;   0.00;-999;eor
       5992;202308012130;    3;-999;   0.00;-999;eor
       5992;202308012140;    3;-999;   0.00;-999;eor
       5992;202308012150;    3;-999;   0.00;-999;eor
       5992;202308012200;    3;-999;   0.00;-999;eor
       5992;202308012210;    3;-999;   0.00;-999;eor
       5992;202308012220;    3;-999;   0.00;-999;eor
       5992;202308012230;    3;-999;   0.00;-999;eor
       5992;202308012240;    3;-999;   0.00;-999;eor
       5992;202308012250;    3;-999;   0.00;-999;eor
       5992;202308012300;    3;-999;   0.00;-999;eor
       5992;202308012310;    3;-999;   0.00;-999;eor
       5992;202308012320;    3;-999;   0.00;-999;eor
       5992;202308012330;    3;-999;   0.00;-999;eor
       5992;202308012340;    3;-999;   0.00;-999;eor
       5992;202308012350;    3;-999;   0.00;-999;eor
       5992;202308020000;    3;-999;   0.00;-999;eor
       5992;202308020010;    3;-999;   0.00;-999;eor
       5992;202308020020;    3;-999;   0.00;-999;eor
       5992;202308020030;    3;-999;   0.00;-999;eor
       5992;202308020040;    3;-999;   0.00;-999;eor
       5992;202308020050;    3;-999;   0.00;-999;eor
       5992;202308020100;    3;-999;   0.00;-999;eor
       5992;202308020110;    3;-999;   0.00;-999;eor
       5992;202308020120;    3;-999;   0.00;-999;eor
       5992;202308020130;    3;-999;   0.00;-999;eor
       5992;202308020140;    3;-999;   0.00;-999;eor
       5992;202308020150;    3;-999;   0.00;-999;eor
       5992;202308020200;    3;-999;   0.00;-999;eor
       5992;202308020210;    3;-999;   0.00;-999;eor
       5992;202308020220;    3;-999;   0.00;-999;eor
       5992;202308020230;    3;-999;   0.00;-999;eor
       5992;202308020240;    3;-999;   0.00;-999;eor
       5992;202308020250;    3;-999;   0.00;-999;eor
       5992;202308020300;    3;-999;   0.00;-999;eor
       5992;202308020310;    3;-999;   0.00;-999;eor
       5992;202308020320;    3;-999;   0.00;-999;eor
       5992;202308020330;    3;-999;   0.00;-999;eor
       5992;202308020340;    3;-999;   0.00;-999;eor
       5992;202308020350;    3;-999;   0.00;-999;eor
       5992;202308020400;    3;-999;   0.00;-999;eor
       5992;202308020410;    3;-999;   0.00;-999;eor
       5992;202308020420;    3;-999;   0.00;-999;eor
       5992;202308020430;    3;-999;   0.00;-999;eor
       5992;202308020440;    3;-999;   0.00;-999;eor
       5992;202308020450;    3;-999;   0.00;-999;eor
       5992;202308020500;    3;-999;   0.00;-999;eor
       5992;202308020510;    3;-999;   0.00;-999;eor
       5992;202308020520;    3;-999;   0.18;-999;eor
       5992;202308020530;    3;-999;   0.00;-999;eor
       5992;202308020540;    3;-999;   0.18;-999;eor
       5992;202308020550;    3;-999;   0.00;-999;eor
       5992;202308020600;    3;-999;   0.35;-999;eor
       5992;202308020610;    3;-999;   0.36;-999;eor
       5992;202308020620;    3;-999;   0.18;-999;eor
       5992;202308020630;    3;-999;   0.35;-999;eor
       5992;202308020640;    3;-999;   0.36;-999;eor
       5992;202308020650;    3;-999;   0.35;-999;eor
       5992;202308020700;    3;-999;   0.36;-999;eor
       5992;202308020710;    3;-999;   0.17;-999;eor
       5992;202308020720;    3;-999;   0.00;-999;eor
       5992;202308020730;    3;-999;   0.00;-999;eor
       5992;202308020740;    3;-999;   0.18;-999;eor
       5992;202308020750;    3;-999;   0.18;-999;eor
       5992;202308020800;    3;-999;   0.00;-999;eor
       5992;202308020810;    3;-999;   0.17;-999;eor
       5992;202308020820;    3;-999;   0.00;-999;eor
       5992;202308020830;    3;-999;   0.16;-999;eor
       5992;202308020840;    3;-999;   0.17;-999;eor
       5992;202308020850;    3;-999;   0.17;-999;eor
       5992;202308020900;    3;-999;   0.00;-999;eor
       5992;202308020910;    3;-999;   0.00;-999;eor
       5992;202308020920;    3;-999;   0.16;-999;eor
       5992;202308020930;    3;-999;   0.17;-999;eor
       5992;202308020940;    3;-999;   0.16;-999;eor
       5992;202308020950;    3;-999;   0.51;-999;eor
       5992;202308021000;    3;-999;   0.33;-999;eor
       5992;202308021010;    3;-999;   0.17;-999;eor
       5992;202308021020;    3;-999;   0.16;-999;eor
       5992;202308021030;    3;-999;   0.17;-999;eor
       5992;202308021040;    3;-999;   0.00;-999;eor
       5992;202308021050;    3;-999;   0.16;-999;eor
       5992;202308021100;    3;-999;   0.00;-999;eor
       5992;202308021110;    3;-999;   0.25;-999;eor
       5992;202308021120;    3;-999;   1.07;-999;eor
       5992;202308021130;    3;-999;   0.00;-999;eor
       5992;202308021140;    3;-999;   0.43;-999;eor
       5992;202308021150;    3;-999;   0.00;-999;eor
       5992;202308021200;    3;-999;   0.00;-999;eor
       5992;202308021210;    3;-999;   0.00;-999;eor
       5992;202308021220;    3;-999;   0.00;-999;eor
       5992;202308021230;    3;-999;   0.00;-999;eor
       5992;202308021240;    3;-999;   0.00;-999;eor
       5992;202308021250;    3;-999;   0.00;-999;eor
       5992;202308021300;    3;-999;   0.00;-999;eor
       5992;202308021310;    3;-999;   0.00;-999;eor
       5992;202308021320;    3;-999;   0.00;-999;eor
       5992;202308021330;    3;-999;   0.00;-999;eor
       5992;202308021340;    3;-999;   0.00;-999;eor
       5992;202308021350;    3;-999;   0.00;-999;eor
       5992;202308021400;    3;-999;   0.16;-999;eor
       5992;202308021410;    3;-999;   0.31;-999;eor
       5992;202308021420;    3;-999;   0.00;-999;eor
       5992;202308021430;    3;-999;   0.00;-999;eor
       5992;202308021440;    3;-999;   0.00;-999;eor
       5992;202308021450;    3;-999;   0.00;-999;eor
       5992;202308021500;    3;-999;   0.16;-999;eor
       5992;202308021510;    3;-999;   0.00;-999;eor
       5992;202308021520;    3;-999;   0.00;-999;eor
