oid;FLOOD
DEBWL0010004I6OAFL;0.5778587407150001
DEBWL0010004I7CWFL;0.553464896875
DEBWL0010004I7UJFL;0.7220240437500001
DEBWL0010004I7mQFL;0.51778650625
DEBWL0010004I7R1FL;0.5716774365625
DEBWL0010004I84EFL;0.800657091925
DEBWL0010004I7UIFL;0.7220240437500001
DEBWL0010004I6VYFL;0.43889722675
DEBWL0010004I7mPFL;0.47555423353750004
DEBWL0010004I7CYFL;0.6438906364687501
DEBWL0010004I7ULFL;0.6167097935
DEBWL0010004I7mSFL;0.47555423353750004
DEBWL0010004I84HFL;0.7668441373749999
DEBWL0010004I6OxFL;0.49130028546875
DEBWL0010004I7UAFL;0.4805412015625
DEBWL0010004I6VaFL;0.46862961249999996
DEBWL0010004I6XOFL;0.51778650625
DEBWL0010004I7CXFL;0.69815704648125
DEBWL0010004I7UKFL;0.74643976825
DEBWL0010004I84FFL;0.7668441373749999
DEBWL0010004I7UNFL;0.7220240437500001
DEBWL0010004I7mUFL;0.51778650625
DEBWL0010004I6VcFL;0.425385363375
DEBWL0010004I7CbFL;0.50674460245
DEBWL0010004I7UMFL;0.74643976825
DEBWL0010004I7mTFL;0.51778650625
DEBWL0010004I6VbFL;0.48290096874999994
DEBWL0010004I84IFL;0.71589151276
DEBWL0010004I7mWFL;0.47555423353750004
DEBWL0010004I6VeFL;0.46862961249999996
DEBWL0010004I84LFL;0.44135546499999995
DEBWL0010004I7ZlFL;0.5823845871250001
DEBWL0010004I7UOFL;0.6167097935
DEBWL0010004I7mVFL;0.51778650625
DEBWL0010004I6VdFL;0.48290096874999994
DEBWL0010004I84KFL;0.800657091925
DEBWL0010004I7CNFL;0.43889722675
DEBWL0010004I7UBFL;0.4805412015625
DEBWL0010004I846FL;0.44135546499999995
DEBWL0010004I6VRFL;0.47555423353750004
DEBWL0010004I845FL;0.4391351533125
DEBWL0010004I7mHFL;0.51778650625
DEBWL0010004I6VQFL;0.50608907225
DEBWL0010004I7UDFL;0.44079056605000005
DEBWL0010004I6VTFL;0.4391351533125
DEBWL0010004I848FL;0.48290096874999994
DEBWL001000radiBFL;0.5762315996875
DEBWL0010004I7mKFL;0.47555423353750004
DEBWL0010004I7UCFL;0.46862961249999996
DEBWL0010004I847FL;0.4391351533125
DEBWL0010004I7COFL;0.7485307712500001
DEBWL0010004I7mJFL;0.5185455334375001
DEBWL0010004I6VSFL;0.43889722675
DEBWL0010004I6VVFL;0.46803121421875
DEBWL0010004I7UFFL;0.44135546499999995
DEBWL0010004I7CRFL;0.77209097515
DEBWL0010004I7mMFL;0.47555423353750004
DEBWL0010004I6ODFL;0.6431836081750001
DEBWL0010004I7UEFL;0.44135546499999995
DEBWL0010004I6VUFL;0.5185455334375001
DEBWL0010004I849FL;0.5450415046875
DEBWL0010004I7CQFL;0.77209097515
DEBWL0010004I7mLFL;0.5185455334375001
DEBWL0010004I7UHFL;0.6206429747
DEBWL0010004I6VXFL;0.4391351533125
DEBWL0010004I7mOFL;0.47555423353750004
DEBWL0010004I7UGFL;0.651231028125
DEBWL0010004I7mNFL;0.51778650625
DEBWL0010004I7m8FL;0.6838616548750001
DEBWL0010004I7mFFL;0.5489066209375
DEBWL0010004I6VKFL;0.5185455334375001
DEBWL0010004I7TzFL;0.49130028546875
DEBWL0010004I83uFL;0.42745981075000006
DEBWL0010004I7CEFL;0.4805412015625
DEBWL0010004I6VJFL;0.5185455334375001
DEBWL0010004I83tFL;0.46824096859375
DEBWL0010004I6VOFL;0.44135546499999995
DEBWL0010004I6VMFL;0.4766472326874999
DEBWL0010004I7mAFL;0.51778650625
DEBWL0010004I6VLFL;0.48290096874999994
DEBWL0010004I7CFFL;0.5466146828125
DEBWL0010004I7mDFL;0.51778650625
DEBWL0010004I7CJFL;0.7220240437500001
DEBWL0010004I7mEFL;0.51778650625
DEBWL0010004I6VNFL;0.50608907225
DEBWL0010004I841FL;0.48290096874999994
DEBWL0010004I7lDFL;0.5762315996875
DEBWL0010004I7CIFL;0.655006655625
DEBWL0010004I7BxFL;0.8328542909
DEBWL001000radhXFL;0.5762315996875
DEBWL0010004I7CKFL;0.48290096874999994
DEBWL0010004I840FL;0.5450415046875
DEBWL0010004I7CLFL;0.7485307712500001
DEBWL0010004I844FL;0.505893709375
DEBWL0010004I7mGFL;0.47555423353750004
DEBWL0010004I6VPFL;0.44135546499999995
DEBWL0010004I7lzFL;0.5650623020312501
DEBWL0010004I6VDFL;0.5185455334375001
DEBWL0010004I7TsFL;0.49130028546875
DEBWL0010004I83mFL;0.4844866749999999
DEBWL0010004I7C6FL;0.44135546499999995
DEBWL0010004I6VCFL;0.5489066209375
DEBWL0010004I7lyFL;0.5434683265625
DEBWL0010004I7TrFL;0.46824096859375
DEBWL0010004I83lFL;0.5450415046875
DEBWL0010004I7C5FL;0.532299189625
DEBWL0010004I6VFFL;0.46862961249999996
DEBWL0010004I83oFL;0.4844866749999999
DEBWL0010004I7C8FL;0.44135546499999995
DEBWL0010004I7TuFL;0.49130028546875
DEBWL0010004I6VEFL;0.50674460245
DEBWL0010004I7m0FL;0.5450415046875
DEBWL0010004I83nFL;0.42745981075000006
DEBWL0010004I7C7FL;0.532299189625
DEBWL0010004I7TtFL;0.48631441633125005
DEBWL0010004I7TwFL;0.49130028546875
DEBWL0010004I6VGFL;0.5185455334375001
DEBWL0010004I7m3FL;0.51778650625
DEBWL0010004I83qFL;0.49130028546875
DEBWL0010004I7CAFL;0.4805412015625
DEBWL0010004I7m2FL;0.51778650625
DEBWL0010004I83pFL;0.42745981075000006
DEBWL0010004I7C9FL;0.50674460245
DEBWL0010004I7TyFL;0.49130028546875
DEBWL0010004I7m5FL;0.51778650625
DEBWL0010004I6VIFL;0.44135546499999995
DEBWL0010004I7CCFL;0.5466146828125
DEBWL0010004I7TxFL;0.49130028546875
DEBWL0010004I7m4FL;0.51778650625
DEBWL0010004I6VHFL;0.48290096874999994
DEBWL0010004I7lrFL;0.44129040734374997
DEBWL0010004I7nrFL;0.4391351533125
DEBWL0010004I7TlFL;0.46313863800625005
DEBWL0010004I83fFL;0.48290096874999994
DEBWL0010004I6V5FL;0.48290096874999994
DEBWL0010004I7lqFL;0.5434683265625
DEBWL0010004I7TkFL;0.5778587407150001
DEBWL0010004I83eFL;0.47555423353750004
DEBWL0010004I81TFL;0.4391351533125
DEBWL0010004I6V4FL;0.46862961249999996
DEBWL0010004I7ltFL;0.56659914859375
DEBWL0010004I7TnFL;0.49130028546875
DEBWL0010004I6V7FL;0.48290096874999994
DEBWL0010004I7lsFL;0.5434683265625
DEBWL0010004I7TmFL;0.5778587407150001
DEBWL0010004I83gFL;0.4805941740625
DEBWL0010004I7nHFL;0.4391351533125
DEBWL0010004I6V6FL;0.46862961249999996
DEBWL0010004I7TpFL;0.49130028546875
DEBWL0010004I7lvFL;0.5434683265625
DEBWL0010004I83iFL;0.47862070337500007
DEBWL0010004I6V9FL;0.46862961249999996
DEBWL0010004I7ToFL;0.5778587407150001
DEBWL0010004I7luFL;0.7289460274999999
DEBWL0010004I83hFL;0.46313863800625005
DEBWL0010004I6V8FL;0.48290096874999994
DEBWL0010004I7lxFL;0.50666213265625
DEBWL0010004I83kFL;0.5450415046875
DEBWL0010004I6VBFL;0.44135546499999995
DEBWL0010004I7C4FL;0.46862961249999996
DEBWL0010004I7TqFL;0.46824096859375
DEBWL0010004I7lwFL;0.44129040734374997
DEBWL0010004I83yFL;0.48290096874999994
DEBWL0010004I83jFL;0.46313863800625005
DEBWL0010004I6VAFL;0.5185455334375001
DEBWL0010004I7liFL;0.5434683265625
DEBWL0010004I83XFL;0.48290096874999994
DEBWL0010004I6UyFL;0.44079056605000005
DEBWL0010004I7TdFL;0.5778587407150001
DEBWL0010004I7lhFL;0.48368755781250006
DEBWL0010004I83WFL;0.48290096874999994
DEBWL0010004I6UxFL;0.50608907225
DEBWL0010004I7TcFL;0.49130028546875
DEBWL0010004I7llFL;0.5434683265625
DEBWL0010004I7TfFL;0.5778587407150001
DEBWL0010004I83ZFL;0.48290096874999994
DEBWL0010004I6V0FL;0.429534258125
DEBWL0010004I7BqFL;0.75345237634375
DEBWL0010004I7ljFL;0.56659914859375
DEBWL0010004I6UzFL;0.48290096874999994
DEBWL0010004I7TeFL;0.49130028546875
DEBWL0010004I6V2FL;0.429534258125
DEBWL0010004I7BuFL;0.75345237634375
DEBWL0010004I7ThFL;0.48631441633125005
DEBWL0010004I83bFL;0.46862961249999996
DEBWL0010004I7lmFL;0.48368755781250006
DEBWL0010004I6V1FL;0.48290096874999994
DEBWL0010004I7TgFL;0.5778587407150001
DEBWL0010004I83aFL;0.4391351533125
DEBWL0010004I7TjFL;0.48631441633125005
DEBWL0010004I83dFL;0.48290096874999994
DEBWL0010004I6V3FL;0.4805412015625
DEBWL0010004I7TiFL;0.5778587407150001
DEBWL0010004I7loFL;0.6657968078125001
DEBWL0010004I83cFL;0.4391351533125
DEBWL0010004I7qZFL;0.49130028546875
DEBWL0010004I83PFL;0.51778650625
DEBWL0010004I6UrFL;0.48290096874999994
DEBWL0010004I7laFL;0.5434683265625
DEBWL0010004I83OFL;0.46824096859375
DEBWL0010004I6UqFL;0.5765050671875
DEBWL0010004I7lZFL;0.71589151276
DEBWL0010004I83RFL;0.528093596875
DEBWL0010004I6UtFL;0.4844866749999999
DEBWL0010004I7BjFL;0.75345237634375
DEBWL0010004I7lcFL;0.5450415046875
DEBWL0010004I83QFL;0.46313863800625005
DEBWL0010004I7lbFL;0.7552102104999999
DEBWL0010004I83TFL;0.505893709375
DEBWL0010004I7leFL;0.5434683265625
DEBWL0010004I83SFL;0.505893709375
DEBWL0010004I6UuFL;0.4805412015625
DEBWL0010004I7ldFL;0.7552102104999999
DEBWL0010004I7lgFL;0.5434683265625
DEBWL0010004I83VFL;0.48290096874999994
DEBWL0010004I6UwFL;0.4805412015625
DEBWL0010004I7TbFL;0.5778587407150001
DEBWL0010004I83UFL;0.5777496540625
DEBWL0010004I6UvFL;0.51778650625
DEBWL0010004I7lfFL;0.56659914859375
DEBWL0010004I7TaFL;0.5778587407150001
DEBWL0010004I83IFL;0.5777496540625
DEBWL0010004I7lTFL;0.5450415046875
DEBWL0010004I6UjFL;0.4805412015625
DEBWL0010004I83HFL;0.46824096859375
DEBWL0010004I6UiFL;0.466236019375
DEBWL0010004I7lSFL;0.48290096874999994
